*Step  = 0
*Time  = 0
*Data  = nc_left_nucleus_nodes
1,0,0,0,0
4,0,0,0,0
8,0,0,0,0
5,0,0,0,0
16,0,0,0,0
13,0,0,0,0
*Step  = 1
*Time  = 0.1
*Data  = nc_left_nucleus_nodes
1,9.76460961528e-15,-0.72,0,0
4,1.04185852899e-14,-0.72,0,0
8,7.21032413254e-15,-0.72,0,0
5,7.64193536539e-15,-0.72,0,0
16,3.36652337767e-15,-0.72,0,0
13,1.97351356526e-15,-0.72,0,0
*Step  = 2
*Time  = 0.2
*Data  = nc_left_nucleus_nodes
1,1.35465750013e-14,-0.72,0,0
4,1.33455047214e-14,-0.72,0,0
8,8.63153731622e-15,-0.72,0,0
5,9.31522488316e-15,-0.72,0,0
16,3.08433388637e-15,-0.72,0,0
13,2.21778656185e-15,-0.72,0,0
*Step  = 3
*Time  = 0.3
*Data  = nc_left_nucleus_nodes
1,1.36104578498e-14,-0.72,0,0
4,1.46556280887e-14,-0.72,0,0
8,8.77171686911e-15,-0.72,0,0
5,9.93449585076e-15,-0.72,0,0
16,2.82259649619e-15,-0.72,0,0
13,2.43378673764e-15,-0.72,0,0
*Step  = 4
*Time  = 0.4
*Data  = nc_left_nucleus_nodes
1,1.47518203622e-14,-0.72,0,0
4,1.62610784288e-14,-0.72,0,0
8,9.81744799384e-15,-0.72,0,0
5,7.38015428867e-15,-0.72,0,0
16,2.42969821104e-15,-0.72,0,0
13,2.79792629393e-15,-0.72,0,0
*Step  = 5
*Time  = 0.5
*Data  = nc_left_nucleus_nodes
1,1.39033872935e-14,-0.72,0,0
4,1.64312076888e-14,-0.72,0,0
8,7.66860630401e-15,-0.72,0,0
5,1.0167021219e-14,-0.72,0,0
16,4.13863323244e-15,-0.72,0,0
13,1.02143488114e-15,-0.72,0,0
*Step  = 6
*Time  = 0.6
*Data  = nc_left_nucleus_nodes
1,1.45674337925e-14,-0.72,0,0
4,1.63313221745e-14,-0.72,0,0
8,9.83205417981e-15,-0.72,0,0
5,8.35872994586e-15,-0.72,0,0
16,3.71289638229e-15,-0.72,0,0
13,1.39942660021e-15,-0.72,0,0
*Step  = 7
*Time  = 0.7
*Data  = nc_left_nucleus_nodes
1,1.3738410534e-14,-0.72,0,0
4,1.56627432995e-14,-0.72,0,0
8,6.95461097945e-15,-0.72,0,0
5,7.9161943934e-15,-0.72,0,0
16,3.50376578441e-15,-0.72,0,0
13,1.57533902581e-15,-0.72,0,0
*Step  = 8
*Time  = 0.8
*Data  = nc_left_nucleus_nodes
1,1.3259643673e-14,-0.72,0,0
4,1.53497368371e-14,-0.72,0,0
8,9.21737606772e-15,-0.72,0,0
5,1.05505759373e-14,-0.72,0,0
16,3.24283863695e-15,-0.72,0,0
13,1.79954328094e-15,-0.72,0,0
*Step  = 9
*Time  = 0.9
*Data  = nc_left_nucleus_nodes
1,1.45755938331e-14,-0.72,0,0
4,1.45851758299e-14,-0.72,0,0
8,8.89421478006e-15,-0.72,0,0
5,8.99624094332e-15,-0.72,0,0
16,2.93134297573e-15,-0.72,0,0
13,2.08459518856e-15,-0.72,0,0
*Step  = 10
*Time  = 1
*Data  = nc_left_nucleus_nodes
1,1.38945215022e-14,-0.72,0,0
4,1.53475956525e-14,-0.72,0,0
8,8.80656044505e-15,-0.72,0,0
5,9.39503770269e-15,-0.72,0,0
16,2.67893679146e-15,-0.72,0,0
13,2.30749067956e-15,-0.72,0,0
*Step  = 1
*Time  = 1.1
*Data  = nc_left_nucleus_nodes
1,1.28819290194e-14,-0.72,0,0
4,1.44179364036e-14,-0.72,0,0
8,8.21524576392e-15,-0.72,0,0
5,9.29999589659e-15,-0.72,0,0
16,2.42248031879e-15,-0.72,0,0
13,2.5323832561e-15,-0.72,0,0
*Step  = 2
*Time  = 1.2
*Data  = nc_left_nucleus_nodes
1,1.59166719886e-14,-0.72,0,0
4,1.64946831523e-14,-0.72,0,0
8,7.80945250881e-15,-0.72,0,0
5,9.29163810619e-15,-0.72,0,0
16,3.93742458372e-15,-0.72,0,0
13,2.73956716248e-15,-0.72,0,0
*Step  = 3
*Time  = 1.3
*Data  = nc_left_nucleus_nodes
1,1.38339935885e-14,-0.72,0,0
4,1.57644361414e-14,-0.72,0,0
8,9.96176413751e-15,-0.72,0,0
5,1.0173148074e-14,-0.72,0,0
16,3.62860674256e-15,-0.72,0,0
13,1.19922835325e-15,-0.72,0,0
*Step  = 4
*Time  = 1.4
*Data  = nc_left_nucleus_nodes
1,1.20676417083e-14,-0.72,0,0
4,1.40601650549e-14,-0.72,0,0
8,8.09833918981e-15,-0.72,0,0
5,8.60224726749e-15,-0.72,0,0
16,3.36730330025e-15,-0.72,0,0
13,1.44379738343e-15,-0.72,0,0
*Step  = 5
*Time  = 1.5
*Data  = nc_left_nucleus_nodes
1,1.37946898089e-14,-0.72,0,0
4,1.54117353788e-14,-0.72,0,0
8,7.73793040362e-15,-0.72,0,0
5,8.73070041089e-15,-0.72,0,0
16,3.10419879707e-15,-0.72,0,0
13,1.67567265774e-15,-0.72,0,0
*Step  = 6
*Time  = 1.6
*Data  = nc_left_nucleus_nodes
1,1.43120666045e-14,-0.72,0,0
4,1.60713180829e-14,-0.72,0,0
8,1.06256245248e-14,-0.72,0,0
5,1.00068398707e-14,-0.72,0,0
16,2.76846889622e-15,-0.72,0,0
13,1.97475788224e-15,-0.72,0,0
*Step  = 7
*Time  = 1.7
*Data  = nc_left_nucleus_nodes
1,1.3782297401e-14,-0.72,0,0
4,1.52868005803e-14,-0.72,0,0
8,8.17624040951e-15,-0.72,0,0
5,7.88342125233e-15,-0.72,0,0
16,2.49914975051e-15,-0.72,0,0
13,2.22012851435e-15,-0.72,0,0
*Step  = 8
*Time  = 1.8
*Data  = nc_left_nucleus_nodes
1,1.29012493261e-14,-0.72,0,0
4,1.45853204079e-14,-0.72,0,0
8,8.10012403162e-15,-0.72,0,0
5,1.03096139043e-14,-0.72,0,0
16,4.08042663072e-15,-0.72,0,0
13,2.35777916068e-15,-0.72,0,0
*Step  = 9
*Time  = 1.9
*Data  = nc_left_nucleus_nodes
1,1.42907459051e-14,-0.72,0,0
4,1.50601050597e-14,-0.72,0,0
8,7.19960732545e-15,-0.72,0,0
5,7.56452730459e-15,-0.72,0,0
16,3.72255319629e-15,-0.72,0,0
13,2.67493962349e-15,-0.72,0,0
*Step  = 10
*Time  = 2
*Data  = nc_left_nucleus_nodes
1,1.37130953644e-14,-0.72,0,0
4,1.56599180325e-14,-0.72,0,0
8,9.74526287336e-15,-0.72,0,0
5,1.08409573497e-14,-0.72,0,0
16,3.50199865941e-15,-0.72,0,0
13,1.10010821214e-15,-0.72,0,0
*Step  = 1
*Time  = 2.1
*Data  = nc_left_nucleus_nodes
1,2.93079264604e-14,7.28,0,0
4,3.11201528093e-14,7.28,0,0
8,1.00667828843e-14,7.28,0,0
5,9.53238912342e-15,7.28,0,0
16,3.12055590805e-15,7.28,0,0
13,1.38228242535e-15,7.28,0,0
*Step  = 2
*Time  = 2.2
*Data  = nc_left_nucleus_nodes
1,1.02563941962e-14,7.28,0,0
4,1.15903007637e-14,7.28,0,0
8,4.53039363768e-15,7.28,0,0
5,8.89423190162e-15,7.28,0,0
16,3.01999196007e-15,7.28,0,0
13,1.44079524405e-15,7.28,0,0
*Step  = 3
*Time  = 2.3
*Data  = nc_left_nucleus_nodes
1,9.47813742708e-15,7.28,0,0
4,1.00666949488e-14,7.28,0,0
8,6.69009861522e-15,7.28,0,0
5,7.28354580474e-15,7.28,0,0
16,2.86031185335e-15,7.28,0,0
13,1.57834548911e-15,7.28,0,0
*Step  = 4
*Time  = 2.4
