*Step  = 0
*Time  = 0
*Data  = cytoplasm_nodes
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,0,0,0,0
52,0,0,0,0
53,0,0,0,0
54,0,0,0,0
55,0,0,0,0
56,0,0,0,0
57,0,0,0,0
58,0,0,0,0
59,0,0,0,0
60,0,0,0,0
61,0,0,0,0
62,0,0,0,0
63,0,0,0,0
64,0,0,0,0
65,0,0,0,0
66,0,0,0,0
*Step  = 1
*Time  = 0.1
*Data  = cytoplasm_nodes
19,1.62190535927e-15,0,0,0
20,2.53871208558e-15,0,0,0
21,1.61131373371e-15,0,0,0
22,1.15522199764e-15,0,0,0
23,2.19745616142e-15,0,0,0
24,-1.91926103821e-17,0,0,0
25,-3.46602760956e-16,0,0,0
26,3.17320948712e-15,0,0,0
27,1.94791959703e-15,0,0,0
28,1.90763032305e-15,0,0,0
29,2.66129627991e-15,0,0,0
30,2.6750064288e-15,0,0,0
31,1.71701944549e-15,0,0,0
32,3.02326555973e-15,0,0,0
33,4.32849069483e-15,0,0,0
34,4.25898909957e-15,0,0,0
35,2.51766992626e-15,0,0,0
36,1.29052222668e-15,0,0,0
37,1.84610631446e-15,0,0,0
38,1.68276618068e-15,0,0,0
39,5.62260203052e-15,3.09621991655e-16,0,0
40,1.34741445698e-15,-2.89666164294e-15,0,0
41,-1.402078666e-16,-1.14668454133e-15,0,0
42,5.51867295279e-15,1.45965410439e-15,0,0
43,6.27200199928e-15,-1.22500243282e-15,0,0
44,3.1901844328e-15,-2.4639887622e-15,0,0
45,2.82369323603e-15,-1.56256402626e-15,0,0
46,7.26908371393e-15,2.0982545382e-17,0,0
47,6.25931491846e-15,-1.6910681922e-15,0,0
48,4.93295804101e-15,-6.49484494271e-15,0,0
49,4.36711661473e-15,-7.10082757595e-15,0,0
50,7.46463874596e-15,-4.46442155999e-15,0,0
51,6.59216290919e-15,-5.57147035913e-15,0,0
52,4.52037339575e-15,-5.35563483765e-15,0,0
53,3.53145871773e-15,-7.69888660319e-15,0,0
54,7.24721974882e-15,-7.37505902412e-15,0,0
55,1.36396697136e-14,-4.10865802817e-15,0,0
56,3.24361166841e-15,-4.4516871794e-15,0,0
57,4.22408275879e-15,-4.25358383988e-15,0,0
58,1.20600716403e-14,-1.00698287096e-15,0,0
59,5.91527232925e-15,-4.64423111937e-15,0,0
60,5.90876659045e-15,-6.00827941294e-15,0,0
61,7.15833657473e-15,-4.50940072033e-15,0,0
62,6.80785582857e-15,-3.94021606255e-15,0,0
63,8.09277009589e-15,-4.65279333097e-15,0,0
